Kennzeichen;Identnummer;Bankleitzahl;Institutsart;Sektor;Firmenbuchnummer;Bankenname;Stra�e;PLZ;Ort;Postadresse / Stra�e;Postadresse / PLZ;Postadresse / Ort;Postfach;Bundesland;Telefon;Fax;E-Mail;SWIFT-Code;Homepage;Gr�ndungsdatum;LEI
;280160;35119;;Raiffeisen;70102t;Raiffeisenbank Gro�arl-H�ttschlag eGen;Marktstra�e 8;5611;Gro�arl;;;;;Salzburg;06414/239;06414/23923;info@grossarl.raiffeisen.at;RVSAAT2S019;www.grossarl.raiffeisen.at;06.01.1895;5299000DS6PEAJA28H06
;280194;35121;;Raiffeisen;70791f;Raiffeisenbank Wallersee eGen;Hauptstra�e 39;5202;Neumarkt am Wallersee;;;;;Salzburg;06216/5312;06216/531216;info@wallersee.raiffeisen.at;RVSAAT2S021;www.wallersee.raiffeisen.at;01.01.1903;529900WAA7HEARUX0S78
;280194;35221;;Raiffeisen;70791f;Raiffeisenbank Wallersee eGen;Hauptstra�e 39;5202;Neumarkt am Wallersee;;;;;Salzburg;06216/5312;06216/531216;info@wallersee.raiffeisen.at;RVSAAT2S021;www.wallersee.raiffeisen.at;01.01.1903;529900WAA7HEARUX0S78
;280216;35122;;Raiffeisen;69205y;Raiffeisenbank Hallein-Oberalm eGen;Justin-Robert-Platz 1;5400;Hallein;;;;;Salzburg;06245/80465;06245/86760;info@hallein.raiffeisen.at;RVSAAT2S022;www.hallein.raiffeisen.at;07.11.1907;529900EO4WC4F1KM1F38
;280216;35322;;Raiffeisen;69205y;Raiffeisenbank Hallein-Oberalm eGen;Justin-Robert-Platz 1;5400;Hallein;;;;;Salzburg;06245/80465;06245/86760;info@hallein.raiffeisen.at;RVSAAT2S022;www.hallein.raiffeisen.at;07.11.1907;529900EO4WC4F1KM1F38
;280216;35422;;Raiffeisen;69205y;Raiffeisenbank Hallein-Oberalm eGen;Justin-Robert-Platz 1;5400;Hallein;;;;;Salzburg;06245/80465;06245/86760;info@hallein.raiffeisen.at;RVSAAT2S022;www.hallein.raiffeisen.at;07.11.1907;529900EO4WC4F1KM1F38
;280216;35522;;Raiffeisen;69205y;Raiffeisenbank Hallein-Oberalm eGen;Justin-Robert-Platz 1;5400;Hallein;;;;;Salzburg;06245/80465;06245/86760;info@hallein.raiffeisen.at;RVSAAT2S022;www.hallein.raiffeisen.at;07.11.1907;529900EO4WC4F1KM1F38
;280330;35152;;Raiffeisen;68022h;Raiffeisenbank Saalbach-Hinterglemm-Viehhofen eGen;Dorfplatz 311;5753;Saalbach-Hinterglemm;;5754;Hinterglemm;;Salzburg;06541/7166;06541/7894;info@saalbach.raiffeisen.at;RVSAAT2S052;www.saalbach.raiffeisen.at;01.01.1892;529900RZCTL7FS07IX41
;280330;35352;;Raiffeisen;68022h;Raiffeisenbank Saalbach-Hinterglemm-Viehhofen eGen;Dorfplatz 311;5753;Saalbach-Hinterglemm;;5754;Hinterglemm;;Salzburg;06541/7166;06541/7894;info@saalbach.raiffeisen.at;RVSAAT2S052;www.saalbach.raiffeisen.at;01.01.1892;529900RZCTL7FS07IX41
;280330;35452;;Raiffeisen;68022h;Raiffeisenbank Saalbach-Hinterglemm-Viehhofen eGen;Dorfplatz 311;5753;Saalbach-Hinterglemm;;5754;Hinterglemm;;Salzburg;06541/7166;06541/7894;info@saalbach.raiffeisen.at;RVSAAT2S052;www.saalbach.raiffeisen.at;01.01.1892;529900RZCTL7FS07IX41
;280348;35156;;Raiffeisen;70850t;Raiffeisenbank St.Gilgen-Fuschl-Strobl eGen;Mozartplatz 4;5340;St. Gilgen;;;;;Salzburg;06227/2269;06227/226911;info@raiffeisenbank-sanktgilgen.at;RVSAAT2S056;www.stgilgen.at;03.02.1902;529900P6ELWHYX9UA822
;280348;35256;;Raiffeisen;70850t;Raiffeisenbank St.Gilgen-Fuschl-Strobl eGen;Mozartplatz 4;5340;St. Gilgen;;;;;Salzburg;06227/2269;06227/226911;info@raiffeisenbank-sanktgilgen.at;RVSAAT2S056;www.stgilgen.at;03.02.1902;529900P6ELWHYX9UA822
;280437;35169;;Raiffeisen;71082h;Raiffeisenbank St. Johann-Wagrain-Kleinarl eGen;Ing. Ludwig Pech-Stra�e 1;5600;St. Johann im Pongau;;;;;Salzburg;06412/6161;06412/6161-19;info@sanktjohann.raiffeisen.at;RVSAAT2S069;www.sanktjohann.raiffeisen.at;01.01.1899;529900TM5Z07RGPDPP86
;281581;35127;;Raiffeisen;37949h;Raiffeisenbank H�ttau-St. Martin-Niedernfritz registrierte Genossenschaft mit beschr�nkter Haftung;H�ttau Nr. 35;5511;H�ttau;;;;;Salzburg;06458/7248;06458/724825;info@huettau.raiffeisen.at;RVSAAT2S027;www.huettau.raiffeisen.at;19.06.1899;529900YXRNPC5YDM1P93
;281620;35149;;Raiffeisen;70832s;Raiffeisenbank Radstadt-Untertauern-Filzmoos-Forstau registrierte Genossenschaft mit beschr�nkter Haftung;Stadtplatz 6/7;5550;Radstadt;;;;;Salzburg;06452/4267;06452/426730;info@radstadt.raiffeisen.at;RVSAAT2S049;www.radstadt.raiffeisen.at;01.01.1898;529900EHKIU0WY56RO78
;281620;35249;;Raiffeisen;70832s;Raiffeisenbank Radstadt-Untertauern-Filzmoos-Forstau registrierte Genossenschaft mit beschr�nkter Haftung;Stadtplatz 6/7;5550;Radstadt;;;;;Salzburg;06452/4267;06452/426730;info@radstadt.raiffeisen.at;RVSAAT2S049;www.radstadt.raiffeisen.at;01.01.1898;529900EHKIU0WY56RO78
;281646;35163;;Raiffeisen;53369i;Raiffeisenbank Lungau eGen;Kirchengasse 9;5580;Tamsweg;;;;;Salzburg;05999/35063;05999/35063;info@rb-lungau.at;RVSAAT2S063;www.rb-lungau.at;05.12.1897;529900PN604MO3H4BI83
;281646;35263;;Raiffeisen;53369i;Raiffeisenbank Lungau eGen;Kirchengasse 9;5580;Tamsweg;;;;;Salzburg;05999/35063;05999/35063;info@rb-lungau.at;RVSAAT2S063;www.rb-lungau.at;05.12.1897;529900PN604MO3H4BI83
;281662;35371;;Raiffeisen;69326a;Raiffeisenbank Wals-Himmelreich registrierte Genossenschaft mit beschr�nkter Haftung;Hauptstra�e 13;5071;Wals bei Salzburg;;;;;Salzburg;0662/850334;0662/85033417;info@wals.raiffeisen.at;RVSAAT2S071;www.wals.raiffeisen.at;01.03.1925;5299008KTG5Y94Z10032
;281670;35118;;Raiffeisen;70037x;Raiffeisenbank Untersberg eGen;Hauptstra�e 28;5082;Gr�dig;;;;;Salzburg;06246/72261;06246/7226117;info@untersberg.raiffeisen.at;RVSAAT2S018;www.untersberg.raiffeisen.at;21.11.1926;529900TN0TW2D7KQBH06
;283894;35104;;Raiffeisen;70820y;Raiffeisenbank Altenmarkt-Flachau-Eben eGen;Marktplatz 5;5541;Altenmarkt im Pongau;;;;;Salzburg;06452/5442;06452/544213;info@altenmarkt.raiffeisen.at;RVSAAT2S004;www.raiffeisen.at/sbg/altenmarkt-flachau-eben;14.08.1910;529900WKMGV4YQB28F12
;283894;35204;;Raiffeisen;70820y;Raiffeisenbank Altenmarkt-Flachau-Eben eGen;Marktplatz 5;5541;Altenmarkt im Pongau;;;;;Salzburg;06452/5442;06452/544213;info@altenmarkt.raiffeisen.at;RVSAAT2S004;www.raiffeisen.at/sbg/altenmarkt-flachau-eben;14.08.1910;529900WKMGV4YQB28F12
;283894;35404;;Raiffeisen;70820y;Raiffeisenbank Altenmarkt-Flachau-Eben eGen;Marktplatz 5;5541;Altenmarkt im Pongau;;;;;Salzburg;06452/5442;06452/544213;info@altenmarkt.raiffeisen.at;RVSAAT2S004;www.raiffeisen.at/sbg/altenmarkt-flachau-eben;14.08.1910;529900WKMGV4YQB28F12
;285803;35126;;Raiffeisen;71064g;Raiffeisenbank Gastein eGen;Kaiser Franz-Platz 4;5630;Bad Hofgastein;;;;;Salzburg;06432/6152;06432/615221;info@gastein.raiffeisen.at;RVSAAT2S026;www.salzburg.raiffeisen.at/gastein;04.12.1904;529900CYGULV4U54UT27
;285803;35226;;Raiffeisen;71064g;Raiffeisenbank Gastein eGen;Kaiser Franz-Platz 4;5630;Bad Hofgastein;;;;;Salzburg;06432/6152;06432/615221;info@gastein.raiffeisen.at;RVSAAT2S026;www.salzburg.raiffeisen.at/gastein;04.12.1904;529900CYGULV4U54UT27
;285820;35155;;Raiffeisen;37924x;Raiffeisenbank Pongau Mitte eGen;Salzburgerstra�e 39b;5620;Schwarzach;;;;;Salzburg;06415/5353;;info@rbpm.at;RVSAAT2S055;www.pongaumitte.raiffeisen.at;24.02.1895;5299009P3E3YVMYOMP72
;285820;35255;;Raiffeisen;37924x;Raiffeisenbank Pongau Mitte eGen;Salzburgerstra�e 39b;5620;Schwarzach;;;;;Salzburg;06415/5353;;info@rbpm.at;RVSAAT2S055;www.pongaumitte.raiffeisen.at;24.02.1895;5299009P3E3YVMYOMP72
;285862;35154;;Raiffeisen;68047w;Raiffeisenbank Salzburg Liefering-Maxglan-Siezenheim eGen;Innsbrucker Bundesstra�e 34;5020;Salzburg;;;;;Salzburg;0662/433561;0662/433561-19;info@rblms.at;RVSAAT2S034;www.liefering-maxglan.raiffeisen.at;03.07.1913;5299006VR0N8XB1AYR69
;285897;35139;;Raiffeisen;70075b;Raiffeisenbank Oberpinzgau eGen;Kirchgasse 12;5730;Mittersill;;;;;Salzburg;06562/6445;06562/644435;info@rbop.at;RVSAAT2S039;www.oberpinzgau.raiffeisen.at;26.03.1894;529900RD4I6JQDY6HA87
;285897;35239;;Raiffeisen;70075b;Raiffeisenbank Oberpinzgau eGen;Kirchgasse 12;5730;Mittersill;;;;;Salzburg;06562/6445;06562/644435;info@rbop.at;RVSAAT2S039;www.oberpinzgau.raiffeisen.at;26.03.1894;529900RD4I6JQDY6HA87
;285897;35339;;Raiffeisen;70075b;Raiffeisenbank Oberpinzgau eGen;Kirchgasse 12;5730;Mittersill;;;;;Salzburg;06562/6445;06562/644435;info@rbop.at;RVSAAT2S039;www.oberpinzgau.raiffeisen.at;26.03.1894;529900RD4I6JQDY6HA87
;285919;35101;;Raiffeisen;37217g;Raiffeisenbank Lammertal eGen;Markt 49;5441;Abtenau;;;;;Salzburg;06243/2500;;info@lammertal.raiffeisen.at;RVSAAT2S001;www.lammertal.raiffeisen.at;29.11.1891;529900B1I234XFGXB654
Hauptanstalt;262510;36357;KI;Raiffeisen;41990a;Raiffeisenbank Wildsch�nau eGen;Kirchen, Oberau 314;6311;Wildsch�nau;;;;;Tirol;+43 5339 8167;+43 5339 816783;rb.wildschoenau@rbgt.raiffeisen.at;RZTIAT22357;www.raika-wildschoenau.com;25.01.1894;529900PAQ1Q90FL2SR40
Hauptanstalt;262528;36329;KI;Raiffeisen;41497a;Raiffeisenbank Wipptal - Stubaital Mitte eGen;Brennerstra�e 52;6150;Steinach a.Br.;;;;;Tirol;05272/6531;05272/653145122;info@rb-wipptal-stubaital.at;RZTIAT22329;www.rb-wipptal-stubaital.at;06.01.1905;529900PUH54CHFZDH147
Hauptanstalt;262552;36358;KI;Raiffeisen;38648k;Raiffeisen Bezirksbank Kufstein eGen;Oberer Stadtplatz 1a;6330;Kufstein;;6332;Kufstein;27;Tirol;05372/200;05372/200-99;info@rbk.at;RZTIAT22358;www.rbk.at;23.02.1896;529900283EG8U91F0U08
Hauptanstalt;262579;34214;KI;Raiffeisen;120906d;Raiffeisenbank Kematen-Neuhofen eGen;Steyrer Stra�e 1;4501;Neuhofen an der Krems;;;;;Ober�sterreich;05999/3421401;05999/34909/35172;rb-kematen@raiffeisen-ooe.at;RZOOAT2L214;www.raiffeisen-ooe.at/kematen;01.01.1918;529900DBO0R9X5EZBF88
Hauptanstalt;264890;34777;KI;Raiffeisen;77682p;Raiffeisenbank Perg eGen;Linzerstr. 14;4320;Perg;;;;;Ober�sterreich;07262/57474;;rb-perg@raiffeisen-ooe.at;RZOOAT2L777;www.raiffeisen-ooe.at/perg;14.06.1900;529900YEZT2PSKDO2832
Hauptanstalt;268046;37474;KI;Raiffeisen;59220p;Raiffeisenbank Weissachtal eGen;Dorf 245;6934;Sulzberg (Vbg.);Dorf 245;6934;Sulzberg;;Vorarlberg;05516/2119;05516/2119590;weissachtal@raiba.at;RVVGAT2B474;www.raibaweissachtal.at;26.11.1893;52990011EY5WB0027820
Hauptanstalt;268054;37475;KI;Raiffeisen;63303v;Raiffeisenbank Vorderland eGen;M�sinenstra�e 43;6832;Sulz;;6832;Sulz;1;Vorarlberg;05522/42121;05522/42121133;vorderland@raiba.at;RVVGAT2B475;www.vorderlandbank.at;24.10.1892;529900F4PAS0XF12N781
Hauptanstalt;268089;37482;KI;Raiffeisen;58994g;Raiffeisenbank am Hofsteig eGen;Kellhofstra�e 12;6922;Wolfurt;;;;;Vorarlberg;05574/71766;05574/71766515;hofsteigbank@raiba.at;RVVGAT2B482;www.hofsteigbank.at;01.01.1889;529900E4S292AUEPOA58
Hauptanstalt;268593;39411;KI;Raiffeisen;113054g;Raiffeisenbank Moosburg-Tigring, registrierte Genossenschaft mit beschr�nkter Haftung;Klagenfurter Str. 5;9062;Moosburg (Ktn.);;;;;K�rnten;04272/83208;04272/8320810;rb.moosburg@rbgk.raiffeisen.at;RZKTAT2K411;www.raiffeisen.at/ktn/moosburg;03.04.1897;529900NOCM598IG2HZ91
Hauptanstalt;268607;39412;KI;Raiffeisen;113153b;Raiffeisen Bank Lurnfeld-M�lltal eGen;Hauptstr. 23;9813;M�llbr�cke;Hauptstra�e 23;9813;M�llbr�cke;;K�rnten;04769/2312;04769/2312 9412 31;rb.lurnfeld-moelltal@rbgk.raiffeisen.at;RZKTAT2K412;www.rb-lurnfeld-moelltal.at;01.01.1903;529900A1B1P6M9M0WA86
Hauptanstalt;1606549;19380;KI;Sonderbanken;49597m;Bankhaus Denzel Aktiengesellschaft;Erdbergstra�e 189-193;1030;Wien;;;;;Wien;01/51507;01/515077540;mw@denzelbank.at;DENEATW1XXX;www.denzelbank.at;19.11.1991;52990022SP6JDAZ2DP74
Hauptanstalt;1611160;19390;KI;Sonderbanken;45118a;BMW Austria Bank GmbH;Siegfried-Marcus-Str. 24;5020;Salzburg;;5021;Salzburg;283;Salzburg;0662/2191;0662/21914180;bmwbank@bmw.at;BMASAT21XXX;www.bmwfs.at;24.07.1991;529900SHKXCII9J8CF28
Hauptanstalt;53767;14000;KI;Aktienbanken;205340x;BAWAG P.S.K. Bank f�r Arbeit und Wirtschaft und �sterreichische Postsparkasse Aktiengesellschaft;Wiedner G�rtel 11;1100;Wien;;;;;Wien;059905;059905/22840;office@bawaggroup.com;BAWAATWWXXX;https://www.bawag.at/;01.01.1922;529900ICA8XQYGIKR372
Hauptanstalt;1613120;51000;KI;Landeshypothekenbanken;259167d;HYPO-BANK BURGENLAND Aktiengesellschaft;Neusiedler Stra�e 33;7000;Eisenstadt;;7001;Eisenstadt;44;Burgenland;02682/605;;info@bank-bgld.at;EHBBAT2EXXX;www.bank-bgld.at;25.07.1991;529900AUL2XTLS3EM992
Hauptanstalt;174700;20502;KI;Sparkassen;277594b;Sparkasse Imst AG;Sparkassenplatz 1;6460;Imst;;;;;Tirol;050100/77000;050100/977000;service@imst.sparkasse.at;SPIMAT21XXX;www.sparkasse.at/imst;01.01.1882;529900WSPO88HBNY6S36
Hauptanstalt;1226940;73800;KI;Sonderbanken;58700z;LEASFINANZ Bank GmbH;Rothschildplatz 1;1020;Wien;Rothschildplatz 1;1020;Wien;;Wien;+43(0)50505-64040;;erich.schramek@unicreditgroup.at;LEGMATW1XXX;www.unicreditleasing.at;11.07.2006;529900H9ABDZ8XIMMV92
Hauptanstalt;80675;20510;KI;Sparkassen;280193z;Sparkasse Schwaz AG;Franz-Josef-Stra�e 8-10;6130;Schwaz;;6130;Schwaz;45;Tirol;050100/77300;050100/977300;info@sparkasse-schwaz.at;SPSCAT22XXX;www.sparkasse-schwaz.at;01.01.1872;529900P4VO14SV3AUU56
Hauptanstalt;262641;32426;KI;Raiffeisen;47224y;Raiffeisenbank Langenlois eGen;Kornplatz 9;3550;Langenlois;;;;;Nieder�sterreich;02734/3131;02734/3131310;office@rb-langenlois.at;RLNWATWW426;www.rb-langenlois.at;01.01.1926;529900NGXFVA0XEAJM19
Hauptanstalt;262706;32438;KI;Raiffeisen;53300h;Raiffeisenbank Kreuzenstein eGen;Stockerauerstr. 8-10;2100;Leobendorf;;;;;Nieder�sterreich;02262/66431;02262/6643185;info.32438@rb-32438.raiffeisen.at;RLNWATW1438;www.kreuzenstein.meineraika.at;27.04.1895;529900YHY8PTX0T5N627
Hauptanstalt;262714;34226;KI;Raiffeisen;75104y;Raiffeisenbank Kleinm�nchen/Linz eGen;Salzburger Str. 5;4030;Linz;;4030;Linz/Donau;16;Ober�sterreich;0732/342371;0732/342371-35400;rb-kleinmuenchen@raiffeisen-ooe.at;RZOOAT2L226;www.raiffeisen-ooe.at/kleinmuenchen;10.07.1902;529900EZ238BZ9Q5DV15
Hauptanstalt;265055;34434;KI;Raiffeisen;93840a;Raiffeisenbank P�ndorf - Frankenmarkt eGen;P�ndorf 4;4891;P�ndorf;Hauptstra�e 126;4890;Frankenmarkt;;Ober�sterreich;07684/7101;07684/6281940124;rb-poendorf-frankenmarkt@raiffeisen-ooe.at;RZOOAT2L434;www.raiffeisen-ooe.at/poendorf-frankenmarkt;06.05.1910;5299005EA9T38I7XR654
Hauptanstalt;265063;34741;KI;Raiffeisen;94663k;Raiffeisenbank Wei�kirchen a.d. Traun eGen;Raiffeisenweg 1;4616;Wei�kirchen an der Traun;;;;;Ober�sterreich;07243/56161;07243/5616133;rb-weisskirchen@raiffeisen-ooe.at;RZOOAT2L741;www.raiffeisen-ooe.at/weisskirchen;03.02.1889;529900DUYNT6E3JH8B81
Hauptanstalt;268658;39442;KI;Raiffeisen;118739t;Raiffeisenbank Drautal registrierte Genossenschaft mit beschr�nkter Haftung;Villacher Stra�e 74;9710;Feistritz an der Drau;Villacher Stra�e 74;9710;Feistritz/Drau;;K�rnten;04245/6400044200;04245/64000944225;drautalbank@rbgk.raiffeisen.at;RZKTAT2K442;www.drautalbank.at;16.05.1897;529900I5VIERNMU0B764
Hauptanstalt;268682;39457;KI;Raiffeisen;111072t;Raiffeisenbank Nockberge eGen;Hauptstr. 41;9545;Radenthein;;;;;K�rnten;04246/2082;04246/2082600;rb.nockberge@rbgk.raiffeisen.at;RZKTAT2K457;www.rb-nockberge.at;28.09.1896;529900B7B1J8IEHUNI05
Hauptanstalt;268690;39464;KI;Raiffeisen;113120d;Raiffeisenbank Lieser-Maltatal eG;Rennweg 6;9863;Rennweg;;;;;K�rnten;04734/221;04734/221946408;rb-lieser-maltatal@rblm.at;RZKTAT2K464;www.rb-lieser-maltatal.at;26.02.1901;529900S1E4L6A03YXJ15
Hauptanstalt;268763;39475;KI;Raiffeisen;110981h;Raiffeisen-Bezirksbank St. Veit a.d. Glan-Feldkirchen, registrierte Genossenschaft mit beschr�nkter Haftung;Oktoberplatz 1;9300;St. Veit an der Glan;;9300;St. Veit an der Glan;9;K�rnten;04212/5566;04212/5566947506;rbb.st-veit@rbgk.raiffeisen.at;RZKTAT2K475;www.raikastveit.at;06.12.1903;529900FT8EQ3UTVPCG65
Hauptanstalt;269212;39272;KI;Raiffeisen;116173v;Raiffeisenbank Bleiburg registrierte Genossenschaft mit beschr�nkter Haftung;10. Oktober Platz 13;9150;Bleiburg;;;;;K�rnten;04235/2521;04235/2521927240;rb.bleiburg@rbgk.raiffeisen.at;RZKTAT2K272;www.raiffeisen.at/ktn/bleiburg;02.02.1941;5299008EQ9F7Q5UPA148
Hauptanstalt;269220;39288;KI;Raiffeisen;118747d;Raiffeisenbank Eberndorf registrierte Genossenschaft mit beschr�nkter Haftung;Bahnstra�e 22;9141;Eberndorf;Bahnstra�e 22;9141;Eberndorf;;K�rnten;04236/2020;04236/2020 928844;rb.eberndorf@rbgk.raiffeisen.at;RZKTAT2K288;www.raikaeberndorf.at;01.01.1890;529900SB2SZS3VO8TA36
Hauptanstalt;269239;39292;KI;Raiffeisen;113148w;Raiffeisenbank Unteres Lavanttal eGen;Lavam�nd 41;9473;Lavam�nd;Lavam�nd 41;9473;Lavam�nd;;K�rnten;+43 4356 2255;+43 4356 2255 929224;rb.unteres-lavanttal@rbul.at;RZKTAT2K292;www.rb-unteres-lavanttal.at;29.06.1902;529900RXFRWBLUILY550
Hauptanstalt;1629573;20404;KI;Sparkassen;34761w;Salzburger Sparkasse Bank Aktiengesellschaft;Alter Markt 3;5020;Salzburg;;5021;Salzburg;180;Salzburg;050100/41000;050100/941000;info@salzburg.sparkasse.at;SBGSAT2SXXX;https://www.sparkasse.at/salzburg;26.07.1991;549300217L3KBPWCK782
Hauptanstalt;1649230;20306;KI;Sparkassen;91731z;SPARKASSE FRANKENMARKT AKTIENGESELLSCHAFT;Hauptstra�e 94;4890;Frankenmarkt;;;;;Ober�sterreich;050100/49000;050100/949000;info@Frankenmarkt.sparkasse.at;SPFRAT21XXX;www.frankenmarkt.sparkasse.at;09.08.1991;529900408LYNP1ETAV33
Hauptanstalt;1655434;20326;KI;Sparkassen;123543g;Sparkasse Neuhofen Bank Aktiengesellschaft;Marktplatz 18;4501;Neuhofen an der Krems;Marktplatz 18;4501;Neuhofen/Krems;;Ober�sterreich;050100/42300;050100/942300;info@neuhofen.sparkasse.at;SPNKAT21XXX;www.sparkasse.at/neuhofen;03.07.1991;529900QU5N4XMZ1M8Y58
Hauptanstalt;1665251;20221;KI;Sparkassen;39841s;Sparkasse Horn-Ravelsbach-Kirchberg Aktiengesellschaft;Kirchenplatz 12;3580;Horn;;3580;Horn;28;Nieder�sterreich;050100/26000;050100/926000;office@horn.sparkasse.at;SPHNAT21XXX;www.sparkasse.at/horn;09.09.1991;529900YFDTTO5R71VW86
Hauptanstalt;4930720;32000;KI;Raiffeisen;203160s;RAIFFEISENLANDESBANK NIEDER�STERREICH-WIEN AG;Friedrich-Wilhelm-Raiffeisenplatz 1;1020;Wien;;1011;Wien;991;Wien;051700/0;051700/901;info@raiffeisenbank.at;RLNWATWWXXX;www.raiffeisenbank.at;07.12.2000;529900GPOO9ISPD1EE83
Hauptanstalt;5125324;20330;KI;Sparkassen;210377d;Sparkasse Eferding-Peuerbach-Waizenkirchen;Stadtplatz 1;4070;Eferding;;4070;Eferding;10;Ober�sterreich;050100/42000;050100/942000;info@epw.sparkasse.at;SPPBAT21XXX;www.sparkasse-epw.at;15.05.2001;529900XDISRMBH5UBL39
Hauptanstalt;7723890;20112;KI;Sparkassen;283992k;Die Zweite Wiener Vereins-Sparcasse;Am Schweizer Garten 1, Objekt 2;1030;Wien;;;;;Wien;050100/23092;050100/923092;wien1@diezweitesparkasse.at;GIBAAT21XXX;www.diezweitesparkasse.at;15.05.2006;529900Z9G1PRYZSX4O63
Hauptanstalt;5238315;19440;KI;Aktienbanken;84890p;Wiener Privatbank SE;Parkring 12;1010;Wien;;;;;Wien;01/53431;01/5343131;office@wienerprivatbank.com;WIPBATWWXXX;www.wienerprivatbank.com;14.09.2001;529900VYY1MRNR59PN57
Hauptanstalt;7780729;20111;KI;Sparkassen;286283f;Erste Bank der oesterreichischen Sparkassen AG;Am Belvedere 1;1100;Wien;;;;;Wien;050100/10100;050100/910100;service@s-servicecenter.at;GIBAATWWXXX;www.erstebank.at;08.11.2006;549300HUKIA1IZQHFZ83
Hauptanstalt;262730;34330;KI;Raiffeisen;77513s;Raiffeisenbank M�hlviertler Alm eGen;Schulstr. 2;4280;K�nigswiesen;;;;;Ober�sterreich;07955/6861;05999/34909/38499;rb-muehlviertler-alm@raiffeisen-ooe.at;RZOOAT2L330;http://ooe.raiffeisen.at/muehlviertler-alm;01.01.1895;5299007JS6F7MGJNN453
Hauptanstalt;262765;34231;KI;Raiffeisen;77552y;Raiffeisenbank Kollerschlag eGen;Markt 4;4154;Kollerschlag;;;;;Ober�sterreich;07287/8106;07287/810621;info@raiffeisenbank-kollerschlag.at;RZOOAT2L231;www.raiffeisenbank-kollerschlag.at;02.04.1898;5299006VZVXT7MYYUM62
Hauptanstalt;265144;34437;KI;Raiffeisen;94262x;Raiffeisenbank Prambachkirchen eGen;Hauptstra�e 18;4731;Prambachkirchen;;;;;Ober�sterreich;07277/7695;07277/769540200;rb-prambachkirchen@raiffeisen-ooe.at;RZOOAT2L437;www.raiffeisen-ooe.at/prambachkirchen;23.05.1897;529900AOZMITAMK18X23
Hauptanstalt;265160;32415;KI;Raiffeisen;44605x;Raiffeisenbank Oberes Waldviertel eGen;Hauptplatz 22;3943;Schrems;;;;;Nieder�sterreich;02853/70090000;02853/70090009;info@rbow.at;RLNWATWWOWS;www.rbow.at;10.09.1893;5299009C948WQ740IL34
Hauptanstalt;265209;34747;KI;Raiffeisen;121076d;Raiffeisenbank Weyer eGen;Marktplatz 11;3335;Weyer (O�);;;;;Ober�sterreich;07355/6323;;rb-weyer@raiffeisen-ooe.at;RZOOAT2L747;www.raiffeisen-ooe.at/weyer;21.10.1900;529900IRWR9MEXI1D219
Hauptanstalt;265241;32823;KI;Raiffeisen;94171m;Raiffeisenbank Region Schwechat eGen;Bruck-Hainburger Str. 5;2320;Schwechat;;;;;Nieder�sterreich;01/70130;01/70130/8000;info.32823@rbschwechat.at;RLNWATWW823;www.rbschwechat.at;01.01.1928;529900N9DET1J9AK9J78
Hauptanstalt;265250;34075;KI;Raiffeisen;75377z;Raiffeisenbank Donau-Ameisberg eGen;Marktplatz 10;4152;Sarleinsbach;;;;;Ober�sterreich;07283/8295;07283/829530880;rb-donau-ameisberg@raiffeisen-ooe.at;RZOOAT2L075;www.raiffeisen-ooe.at/donau-ameisberg;18.08.1889;529900S6MFG60PNF4258
Hauptanstalt;269280;39479;KI;Raiffeisen;119553p;Raiffeisenbank Millst�ttersee eG;Hauptstr. 82;9871;Seeboden;;;;;K�rnten;04762/81197;04762/81197947931;rb.millstaettersee@rbgk.raiffeisen.at;RZKTAT2K479;www.raiffeisen-ms.at;01.01.1901;529900WWA9MN29QT8B70
Hauptanstalt;269298;39481;KI;Raiffeisen;112041t;Raiffeisenbank Mittleres Lavanttal eGen;St. Andr�;9433;St. Andr� im Lavanttal;;;;;K�rnten;04358/24204810;04358/242048129;rb-mittleres-lavanttal@rbgk.raiffeisen.at;RZKTAT2K481;www.raiffeisen.at/ktn/mittlereslavanttal;27.03.1894;529900ISXKZVQAY6KO53
Hauptanstalt;269310;39487;KI;Raiffeisen;113139g;Raiffeisenbank Rosental, registrierte Genossenschaft mit beschr�nkter Haftung;Feistritz 126;9181;Feistritz im Rosental;;;;;K�rnten;04228 2019 48755;04228 2019 948714;clarissa.linasi@rbgk.raiffeisen.at;RZKTAT2K487;www.raiffeisen.at/rosental;17.08.1956;5299009F7ZI3COCVHS41
Hauptanstalt;269328;39491;KI;Raiffeisen;113717g;Raiffeisenbank Oberes Lavanttal registrierte Genossenschaft mit beschr�nkter Haftung;Hauptplatz 18;9462;Bad St. Leonhard / Lavanttal;;9462;Bad St.Leonhard;19;K�rnten;04350/2700;04350/2700949119;rb.oblav@rbgk.raiffeisen.at;RZKTAT2K491;www.rbobereslavanttal.at;02.08.1891;529900O280AF6DZYQG85
Hauptanstalt;269379;39496;KI;Raiffeisen;119565g;Raiffeisen Bank Villach registrierte Genossenschaft mit beschr�nkter Haftung;Nikolaig. 4;9500;Villach;Nikolaigasse 4;9500;Villach;;K�rnten;+43 4242 24943;+43 4242 24943 949699;rb.villach@rbgk.raiffeisen.at;RZKTAT2K496;www.rbvillach.at;27.01.1893;529900UVX2XR8Y4ZUQ97
